source_path	destination_path	source_sha256	destination_sha256	exact_match
/home/jixinye25/jxy_work1/swintrans_LGFR_protection_v3_20260731/probe_contribution_pattern_affinity.py	/home/jixinye25/jxy_work1/swintrans_task037_complete/contribution/probe_contribution_pattern_affinity.py	3ad29472bc5de542e9cbeb673e8e9abb293d9dbb8498a353ba99aae937ae56b7	3ad29472bc5de542e9cbeb673e8e9abb293d9dbb8498a353ba99aae937ae56b7	True
/home/jixinye25/jxy_work1/swintrans_LGFR_protection_v3_20260731/probe_contribution_pattern_coverage.py	/home/jixinye25/jxy_work1/swintrans_task037_complete/contribution/probe_contribution_pattern_coverage.py	5d5f8f7bf4a8d02f3bf83989a2e788c449e12049acb5a53254f17b761caee353	5d5f8f7bf4a8d02f3bf83989a2e788c449e12049acb5a53254f17b761caee353	True
/home/jixinye25/jxy_work1/swintrans_LGFR_protection_v3_20260731/probe_cstc_contribution_tube.py	/home/jixinye25/jxy_work1/swintrans_task037_complete/contribution/probe_cstc_contribution_tube.py	348697da512f807e29d2b05eb6fa3d9228993fdc36379d5fe16f1bd3b6aa82c4	348697da512f807e29d2b05eb6fa3d9228993fdc36379d5fe16f1bd3b6aa82c4	True
/home/jixinye25/jxy_work1/swintrans_task028/ucf101_videoswin_my.py	/home/jixinye25/jxy_work1/swintrans_task037_complete/models/ucf101_videoswin_my.py	0de51edd1a09c140c8b10bdef64470abc10f07342f70239c681e01a92828cdff	0de51edd1a09c140c8b10bdef64470abc10f07342f70239c681e01a92828cdff	True
/home/jixinye25/jxy_work1/swintrans_task028/MC.py	/home/jixinye25/jxy_work1/swintrans_task037_complete/pruning/MC.py	595e6874a4cd1a87b47b28ed51d7bfe757c46e204fc7dce7eaed0df700b9121b	595e6874a4cd1a87b47b28ed51d7bfe757c46e204fc7dce7eaed0df700b9121b	True
/home/jixinye25/jxy_work1/swintrans_task028/functional_competition_pruning.py	/home/jixinye25/jxy_work1/swintrans_task037_complete/pruning/functional_competition_pruning.py	c4ff263aa45d49eb041d845d7eab05befc49b6b439a6a4fbc9154f1031deb0f3	c4ff263aa45d49eb041d845d7eab05befc49b6b439a6a4fbc9154f1031deb0f3	True
/home/jixinye25/jxy_work1/swintrans_task028/task034_mid_veto_50_logical_finetune.py	/home/jixinye25/jxy_work1/swintrans_task037_complete/pruning/task034_mid_veto_50_logical_finetune.py	af792c112a9a8ae92562aab21e582ac22a92459f2f692918c717e5fd427f593a	af792c112a9a8ae92562aab21e582ac22a92459f2f692918c717e5fd427f593a	True
/home/jixinye25/jxy_work1/swintrans_LGFR_protection_v3_20260731/MC.py	/home/jixinye25/jxy_work1/swintrans_task037_complete/src/lgfr_runtime/MC.py	d253eea1c519353f1dfed0cfe8cc45f66e2c6e7dcb05feea2cf58bf2cd3247ba	d253eea1c519353f1dfed0cfe8cc45f66e2c6e7dcb05feea2cf58bf2cd3247ba	True
/home/jixinye25/jxy_work1/swintrans_LGFR_protection_v3_20260731/config/swintrans.yaml	/home/jixinye25/jxy_work1/swintrans_task037_complete/src/lgfr_runtime/config/swintrans.yaml	dd5c6859b99a6f1f950ddbfcbf17513cc86bd8dcd550700500fe041dfb31adcc	dd5c6859b99a6f1f950ddbfcbf17513cc86bd8dcd550700500fe041dfb31adcc	True
/home/jixinye25/jxy_work1/swintrans_LGFR_protection_v3_20260731/dataset/ssv2.py	/home/jixinye25/jxy_work1/swintrans_task037_complete/src/lgfr_runtime/dataset/ssv2.py	d955182c62b31444c55d3f568162ea957f51c02ec3a7d781078cb985b0d4b929	d955182c62b31444c55d3f568162ea957f51c02ec3a7d781078cb985b0d4b929	True
/home/jixinye25/jxy_work1/swintrans_LGFR_protection_v3_20260731/dataset/transforms.py	/home/jixinye25/jxy_work1/swintrans_task037_complete/src/lgfr_runtime/dataset/transforms.py	f255b2069d82a97055fbb436521d64e3ffbe3ff75d91783c97fc6a818859b5c9	f255b2069d82a97055fbb436521d64e3ffbe3ff75d91783c97fc6a818859b5c9	True
/home/jixinye25/jxy_work1/swintrans_LGFR_protection_v3_20260731/dataset/ucf101.py	/home/jixinye25/jxy_work1/swintrans_task037_complete/src/lgfr_runtime/dataset/ucf101.py	4e8fc0a6a4c85e0bc557d754d3382bf15f6345af63bc5a41d51ccd7abca96d83	4e8fc0a6a4c85e0bc557d754d3382bf15f6345af63bc5a41d51ccd7abca96d83	True
/home/jixinye25/jxy_work1/swintrans_LGFR_protection_v3_20260731/function_bms_utils.py	/home/jixinye25/jxy_work1/swintrans_task037_complete/src/lgfr_runtime/function_bms_utils.py	d0a88ce23389a692dd60ccab4544fcaa3910a6af31394e34c2b91b0e60d868d5	d0a88ce23389a692dd60ccab4544fcaa3910a6af31394e34c2b91b0e60d868d5	True
/home/jixinye25/jxy_work1/swintrans_LGFR_protection_v3_20260731/functional_redundancy_smoke.py	/home/jixinye25/jxy_work1/swintrans_task037_complete/src/lgfr_runtime/functional_redundancy_smoke.py	b650355d142c551f6eec4f92a544cd73557e322c41bbbfad6038dc11aafa2f32	b650355d142c551f6eec4f92a544cd73557e322c41bbbfad6038dc11aafa2f32	True
/home/jixinye25/jxy_work1/swintrans_LGFR_protection_v3_20260731/offline_cfsp_selection.py	/home/jixinye25/jxy_work1/swintrans_task037_complete/src/lgfr_runtime/offline_cfsp_selection.py	8c2eb9adc9af7ffcee274ac60db5b6da330d0b95d45dd077b53b1136064b5fc6	8c2eb9adc9af7ffcee274ac60db5b6da330d0b95d45dd077b53b1136064b5fc6	True
/home/jixinye25/jxy_work1/swintrans_LGFR_protection_v3_20260731/offline_function_coverage_probe.py	/home/jixinye25/jxy_work1/swintrans_task037_complete/src/lgfr_runtime/offline_function_coverage_probe.py	a608e628a4f1a26548ea348dd16e26c522fbd1673817a712188461123fc432c8	a608e628a4f1a26548ea348dd16e26c522fbd1673817a712188461123fc432c8	True
/home/jixinye25/jxy_work1/swintrans_LGFR_protection_v3_20260731/offline_function_coverage_probe_fixed.py	/home/jixinye25/jxy_work1/swintrans_task037_complete/src/lgfr_runtime/offline_function_coverage_probe_fixed.py	47b2ce2b2b8e78ab3e1864b564fa11182481bb421fb032c8b4bcad6b27145c12	47b2ce2b2b8e78ab3e1864b564fa11182481bb421fb032c8b4bcad6b27145c12	True
/home/jixinye25/jxy_work1/swintrans_LGFR_protection_v3_20260731/paired_cluster_prototype_cam_smoke_adapter.py	/home/jixinye25/jxy_work1/swintrans_task037_complete/src/lgfr_runtime/paired_cluster_prototype_cam_smoke_adapter.py	bf4151345b866954c18dcddfe5fee6353c289f7bac3dfba74644012066edae47	bf4151345b866954c18dcddfe5fee6353c289f7bac3dfba74644012066edae47	True
/home/jixinye25/jxy_work1/swintrans_LGFR_protection_v3_20260731/paired_cluster_prototype_cam_utils.py	/home/jixinye25/jxy_work1/swintrans_task037_complete/src/lgfr_runtime/paired_cluster_prototype_cam_utils.py	68115a8af71576affd5c3969d55aee13ab02cc2f619a53340d39c11c18a61be5	68115a8af71576affd5c3969d55aee13ab02cc2f619a53340d39c11c18a61be5	True
/home/jixinye25/jxy_work1/swintrans_LGFR_protection_v3_20260731/probe_class_trajectory_weighted_coverage.py	/home/jixinye25/jxy_work1/swintrans_task037_complete/src/lgfr_runtime/probe_class_trajectory_weighted_coverage.py	f3aaf75a0a48a612e34ca7488f6edf0b215e52a10da3e0b9f01fe2abdf3a9b82	f3aaf75a0a48a612e34ca7488f6edf0b215e52a10da3e0b9f01fe2abdf3a9b82	True
/home/jixinye25/jxy_work1/swintrans_LGFR_protection_v3_20260731/probe_contribution_pattern_coverage_fast.py	/home/jixinye25/jxy_work1/swintrans_task037_complete/src/lgfr_runtime/probe_contribution_pattern_coverage_fast.py	5d5f8f7bf4a8d02f3bf83989a2e788c449e12049acb5a53254f17b761caee353	5d5f8f7bf4a8d02f3bf83989a2e788c449e12049acb5a53254f17b761caee353	True
/home/jixinye25/jxy_work1/swintrans_LGFR_protection_v3_20260731/probe_ctfrs_dynamic_function.py	/home/jixinye25/jxy_work1/swintrans_task037_complete/src/lgfr_runtime/probe_ctfrs_dynamic_function.py	81e758f6a4d8f3e6b9fdd68fe805dbe8084b3be63c8d69d22e48c5cbd49b9e7d	81e758f6a4d8f3e6b9fdd68fe805dbe8084b3be63c8d69d22e48c5cbd49b9e7d	True
